,season,year,seasonyear,designer,text
4,fall,2003,f2003,ann-demeulemeester,"On the surface of it, there’s not much change from Ann Demeulemeester for fall. Everything is still black with that lanky, tape-dangling, boot-stomping slouch about it. Demuelemeester’s not about to break into vivid color, crystal strewing or ’60s Cardin references. But then again, who’d want her to?</p><p>Her strong point of view doesn’t necessarily make her a fashion refusenik. Under cover of all that darkness she’s dealing with the main points of the season in her own way. There are skinny pants laced up the leg, which parallel Christian Dior and Helmut Lang, but she cuts them rocker-style in matte oiled cotton. Fashion’s gone layer crazy for fall, and that’s exactly Demeulemeester's thing. No one knows better how to make a cool assemblage of matte gauze T-shirt dresses, leather leggings, distressed biker jackets, satin hip wraps and pieces of tied-on tailoring seem as if it just happened.</p><p>The designer has her own dialogue with the subject of menswear-for-women, too. With their black fedoras, big jackets, pants, shirts and ties done in matte crepe, the models looked like Annie Hall’s goth sisters. The collection didn’t flaunt its familiarity with the trends, but that’s precisely Demeulemeester’s appeal: right-on style by stealth, season after season.</p></div>"
5,fall,2003,f2003,anna-molinari,"Anna Molinari is one of Italy’s suppliers of twentysomething style, a collection that typically picks up on vintage ideas and tweaks them to suit the current mood—but always with a Latin nod toward sexy femininity. No prizes, then, for guessing that the ’60s were the starting point for Rossella Tarabini, the line’s designer (and daughter of its eponymous owner).</p><p>Tarabini took Jane Birkin as inspiration for the collection, which began with an image of a girl in a short, black bouclé Empire coat, banded in fur and worn with high-heeled Mary Janes and thick black stockings. Innocent? Not really. As she moved, she showed a wicked flash of thigh, playing sweet against knowing—and that was the show’s theme in a nutshell. Dresses made from slight, fragile fabrics were worn layered or showed up as a fluttery frill under long, skinny ribbed knits.</p><p>Tarabini dipped into the faded, barely there hues—fugitive shades of lilac, beige and champagne—that are turning up as Milanese favorites. Her structured daywear centered on peacoats and shorts, cropped sailor pants and little fur jackets. For evening, she picked out a ribbon-and-bow motif in diamanté on a charmeuse trapeze, which looked pretty, but then she sent out endless variations on tiered shimmy dresses, which pushed the collection just a fringe too far.</p></div>"
6,fall,2003,f2003,anna-sui,"A veteran flea-market scavenger, Anna Sui is a mixmaster who gives equal weight to thrift-store treasures and fine antiques. The same holds true for her collections, where she tosses decades and movements together with gusto.</p><p>While many designers have zeroed in on the mid-’60s mod aesthetic this season, Sui focused instead on the end of that decade, specifically the London boutique Biba and its art deco motifs and girlish, narrow-cut fashions. She sent out sweet little dresses in lace or printed chiffon with fluttery handkerchief hems, body-hugging cardigans, slim harlequin-pattern jerseys, and popcorn-knit sweaters in muted plums, browns and greens. But like a juggler itching for a challenge, Sui upped the ante by tossing in another decade—the ’70s, which showed up in patchwork quilted parkas, anoraks and a group of ski pants paired (confusingly) with beaded chiffon tops. It was a lot to handle, but Sui is a confident fashion deejay, and in her hands it all became cheerful, noisy fun.</p></div>"
7,fall,2003,f2003,anne-klein,"Anne Klein designer Charles Nolan picked up the early-’60s mood that’s been sweeping through the collections this week, citing references from Jackie Kennedy to Antonioni to the house’s own founding designer.</p><p>For one thing, that meant hemlines zoomed well above the knee; fully three quarters of the looks Nolan sent out were minis, from swingy kilts to leather A-line looks to sporty, rugby-striped versions. He paired them with slim ribbed turtlenecks, popcorn-bedecked sweaters, crisp shirts and silky geometric-print blouses. There were a few pantsuits with trim, short jackets topping slim, tab-waisted trousers. While minis are generally aimed at the younger set, Nolan’s restrained colors made the collection mature: plummy browns, black, ivory, white, navy and gray, with jolts of orange and blue. And he made sure to give his grown-up customer a bit of luxe, via combinations like a black mink anorak worn over a black leather mini.</p><p>For evening, Nolan moved his inspiration back even farther, to the flapper era. He showed short, beaded and sequined shifts, one topped with a pretty ivory satin evening coat. How short his customer will really go, of course, remains to be seen. But should she decide to raise high her hemlines, Anne Klein gives her an adult alternative.</p></div>"
8,fall,2003,f2003,badgley-mischka,"Mark Badgley and James Mischka keep alive the tradition of occasion dressing, designing entrance-making gowns for red carpets and gala benefits. Their shows are more about variations on a theme than about surprise, and they stayed true to form for fall, with a palette out of a wine-lover’s dream. Beaded and satin dresses, both short and long, came in colors like claret, bordeaux, cognac, plum, rose and lilac. A deco style was much in evidence, most successfully in the sliplike satin gown worn by Eva Herzigova to close the proceedings. Badgley Mischka also scored with the ""plucked"" mink coats and jackets that appeared throughout, though it's probably best to leave the lamé leg warmers at home.</p></div>"
9,fall,2003,f2003,balenciaga,"Nicolas Ghesquière decided to show his fall collection in New York rather than his home base of Paris. And given the terror alerts, bloodless economy, looming war and frigid winter the city is enduring, the timing for his broody, sexy presentation couldn’t have been better. Ghesquière held the show in a severely minimalist art gallery (with an audience that included two of Hollywood’s darker starlets, Chloë Sevigny and Asia Argento), the better to focus attention on the intriguing shapes, fabrics and colors.</p><p>There aren’t many who play as fearlessly with proportion as Ghesquière, and in this collection he staked out two strong silhouettes: First came slim trapeze looks, like a spare black tunic coat over white leggings and a pretty mint-colored sweater; then he sent out a modern hourglass, made by way of jackets and tops cut with balloon sleeves and often cropped at midtorso. Worn over skintight pants or derrière-hugging minis (including one witty version that looked like a kilt caught in a wind tunnel), it was sleek, tough and cleverly sexy—the kind of uniform a secret agent might wear in <em>Matrix: Reloaded.</em></p><p>The designer’s fabrics, substantial and with surface interest, demanded their own attention: chunky shearling, nubby wool felt, ribbed jersey and slick nylon. Chiffon turned up in a few evanescent pink and white tops, sewn with meandering ruffles and brought down to earth by glossy gray thigh boots. Ghesquière excels at pushing his medium to its limit, as shown in the variations he did on his beloved patchwork pieces. But he’s also a master of the classics who can toss off a perfectly cut black blazer to take its wearer through any crisis in style.</p></div>"
10,fall,2003,f2003,bcbg-max-azria,"Who is the BCBG girl? For the past few seasons her identity has been murky at best, but this season she seems to have hit her stride. Music maven Michael Gaubert hinted that ""she's groovy"" when he opened the show with White Sport's song of the same name, and Max Azria's clothes lived up the soundtrack. Curbing his enthusiasm for chiffon in favor of canvas, corduroy and cotton twill, Azria showed a series of solid, workwear-inspired jackets and coats with interesting pockets and decorative studs. These smart basics were shown with more romantic and, yes, floaty, blouses and dresses, some of which referenced the ’30s by way of the disco ’70s.</p><p>Who is the BCBG girl? She's young and yes, this season she's even a bit groovy.</p></div>"
11,fall,2003,f2003,behnaz-sarafpour,"Behnaz Sarafpour’s fall show was full of self-conscious references—to everything from sewing patterns to dressmaking dummies—that only a fashion insider could recognize. But even the most casual observer will appreciate the collection’s subtle charm and clean cuts.</p><p>Sarafpour sent out elegant little dresses and jackets whose brass zippers were intentionally left uncovered as decoration, and a camel coat with the darts and shoulder pads picked out in black. She also picked up on the retro trend flowing through this season, exploring a late-’50s feel via coats and jackets with three-quarter sleeves worn over slim skirts or toreador pants. This is a designer with a witty sense of scale—and who knows when to use it. Last season, for example, she played with exploding sunburst tie-dye; this time, it was fox-fur collars the size of kiddie pools and lacy sweaters crocheted in extra-bulky ivory yarn.</p><p>The gold brocade the designer used for a few skirts and tops has shown up on too many other runways to look new, but Sarafpour’s disciplined cutting made it simple and appealing. And if some of her pieces were a little overworked—like a tulle ball skirt topped by a beige horsehair bodice—the collection as a whole had an appealing sense of gentle, intelligent experimentation.</p></div>"
12,fall,2003,f2003,betsey-johnson,"A little bubblegum, a little bondage, a lot of cheerfully trashy clothes—yes, Betsey Johnson is back. After an extended break following her 60th birthday last summer, the designer has banished all thoughts of retirement and instead redoubled her efforts, launching a new line called Betseyville.</p><p>Johnson recently bought a vacation house in Mexico, and fiesta is clearly on her mind. She opened the show by sending out a group of twirling models wearing sweeping tiered skirts and tiny tourist T-shirts, and she followed these with another 80 or so outfits that ranged from biker looks to first-communion dresses. Showing women's and men's wear and both her lines (Betseyville is primarily denims and T-shirts) in a color palette that could only be described as kaleidoscopic, Johnson offered up something for good-humored consumers of every stripe. Granted, not every girl will be able to wear the bikini top no bigger than a headband, or the teeny denim minis, but a flowery crocheted sweater or a floaty chiffon dress will certainly bring a breath of fresh air to a moribund closet. Among the best pieces: crocheted sweaters, skinny cigarette jeans, chevron-striped sweater dresses and the aforementioned chiffons.</p></div>"
13,fall,2003,f2003,bill-blass,"Lars Nilsson continues to put his imprint on the house of Bill Blass, merging his own intellectual and artistic impulses with the spirit of one of America’s most influential design names.</p><p>In the two years since Nilsson became the house’s creative director, he’s made it clear that he loves sophisticated color combinations and traditional handcrafts, using them to give new life to the elegant sportswear that Blass’s customer craves. For fall, he put some dazzling hues on the runway, starting with a group of piney-green separates that included a dyed sable coat. He sent out a scarlet satin shirt and wool skirt that radiated its own heat and a creamy ivory jacket cut like a duffel coat worn over honey-colored suede trousers. The handwork showed up on an inky blue coat, embroidered with silver and worn over a navy satin skirt and black cashmere sweater.</p><p>Nilsson showed a few looks that echoed the founder's delight in irreverent juxtapositions: a motorcycle jacket cut in black satin, for example, or a simple hip-length sweater worn with a chiffon and lamé skirt for an easy nighttime look. There were prime examples, too, of the American designer tradition that sees no shame in luxurious practicality; a black cotton twill parka with a black sable hood, for example, or a navy velvet jacket that works for daytime or as an evening piece.</p></div>"
14,fall,2003,f2003,blaak,"With a sudden <em>kerranng!</em> of heavy-metal energy, Blaak woke up the London scene with a show that proved that not all young Brit designers are sleepwalking back to the ’60s. Stomping out in a gray denim flying suit with punky black-banded zones of cross-laced tapes running up and down her body, Blaak’s first model struck a rebel pose, and the collection was on a roll.</p><p>Designers Sachiko Okada and Aaron Sharif picked up the sport/utilty track where they left it off last season, but zipped up the action with some rock-star attitude for a collection called Electric Collision. They used contrasting washed-satin and mesh fabrics, chemical-dyed denim and metallic-shot silk to give the aviator look a streetwise workout. Best of all—in a season when many have played it safe with black—they kept the faith with color, using shades of raspberry, turquoise, royal blue and silver. When Okada described the theme of the show as “cosmonauts meet crusaders,” it didn’t illuminate much; but the idea of designing for “a strong woman” hit a refreshing note in a London season that has often seemed to equate youth with passivity.</p></div>"
15,fall,2003,f2003,boudicca,"Extraordinary cut. Dramatic silhouettes. The sound of an audience bursting into spontaneous applause after an atmospheric build-up. Sounds like the good old London we used to know. It took Boudicca, the reclusive East End–based duo, to stir up the city to a level of excitement that’s been mourned since Alexander McQueen departed for Paris. Zowie Broach and Brian Kirkby’s collection, crafted entirely in black with the exception of one dress, was a beautifully considered sequence of darkly feminine glamour, with extra sparkle provided by the original use of Swarovski crystals.</p><p>Boudicca is not an overnight student phenomenon, and that’s a good thing. Shaking off a five-season reputation for cryptic presentations in dank venues, Broach and Kirkby seized their debut appearance in the official British Fashion Council tent as an opportunity to hold their talent up to the light for the first time. What was revealed had an accomplished, distinctive, sometimes couture-like quality that showed through in striking lace dresses, taffeta skirts with deep knife-pleat flounces, slithery asymmetric jersey, deluxe blousons and puffy down jackets.</p><p>The detailing showed all the ingenuity and skill of a couple who have devoted years to questioning and refining their vision. Dresses often came overlaid with lace tied on like an apron; skirts were crisscrossed with ribbon in back or exploded at the hem with extravagant godets, one decorated with giant black silk roses. Amid all the layers of black, the models’ limbs and faces were adorned with crystal transfers, an effect building to a finale of a girl who appeared in a sparkling silver jacket and headpiece. And that was when Boudicca won the London season’s first ovation.</p></div>"
16,fall,2003,f2003,burberry-prorsum,"At the age of 30, Christopher Bailey is the creative director of one of the largest and most broadly based fashion brands in the world. He shoulders the responsibility for making Burberry’s many product lines both cool enough for hipsters and classic enough for conservatives, a balancing act that he carries out with almost preternatural maturity. Yet his being only 30 may explain why his Fall collection for Burberry Prorsum, the house’s designer collection, was shot through with flashbacks to the 1980s. He is, after all, a child of that decade.</p><p>Bailey wisely dispensed with forced references to the Burberry plaid (been there, done that) while making rainwear a link through the show. A printed nylon mac was humorously patterned with an English country scene—including a cartoon of the Burberry horseman logo—which, he said, had been drawn up in the studio. The label’s weatherproof reputation was preserved, thanks to an acid-yellow parka, a slick black rain poncho and matte-black leather trenches, accessorized with bright bags featuring flaps to contain matching umbrellas.</p><p>The ’80s references came via searing shots of color—leaf green, mint, royal blue, apricot and yellow—and a penchant for jersey leggings. There were plenty of the neat little jackets, in washed cottons and puffy leather, that Bailey does so well. He also layered on raw-edged, crinkled stretch-chiffon wrap dresses, and he came up with some cool sweaters in contrasting blocks of New Age stripes. After that, it got a bit puzzling.</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""r1ithh""></div></div><p>Why the strange cuts with the raised, inside-out seaming? And why not some more stuff for the grown-ups? Overall, the collection did not come off as fully resolved. On the other hand, Bailey’s heart is in the right place. After the show, he said he “wanted energy, color, something to make people feel better.” And we can all relate to that.</p></div>"
17,fall,2003,f2003,calvin-klein-collection,"It seemed like just another pre-show melee at Calvin Klein’s Friday afternoon presentation: packs of photographers jostling to get shots of Hilary Swank, Renée Zellweger and Clare Danes as editors and retailers milled sociably. But in fact there was a sea change taking place: That day, the designer officially closed the $430 million deal to sell the company he and partner Barry Schwartz started 35 years ago to Philips-Van Heusen. Klein claims he’s going to help the new owners build his name into a billion-dollar megabrand—but that’s a world of shoe and underwear licenses, not designer sportswear. And whether he’ll still have the appetite to do a collection every six months remains to be seen.</p><p>His fall collection read like a mixed reaction. There were classic Klein touches—that gracefully minimalist cut, in perfectly fitting slim trousers and neat wool flannel jackets with firmly squared-off shoulders and whip-thin leather belts. He showed plenty of dresses, many sleeveless and cut with a flirty little flounce just above the knee. And as might be expected from a man who started as a coat designer, there was good-looking outerwear: a boxy wool bouclé style, a black shearling baseball jacket as plush as a teddy bear, sleek black leathers and supple cashmeres. But there were elements that didn’t compute, like an odd red-green-gold abstract print, poufy bubble skirts and—given his obvious appeal to the Hollywood contingent—a disappointing absence of the glamorously simple eveningwear he’s offered up in the past.</p></div>"
18,fall,2003,f2003,capucci,"The idea of a grand, retired, old-world Roman couturier collaborating with a wayward young tyke of the Belgian school may sound like a scheme from the far realms of fashion improbability. But as of this season it’s a reality. The Capucci collection, launched for Fall in Milan, is a start-up project that has brought in Bernhard Willhelm to reinterpret the work of the label’s revered founder, Roberto Capucci.</p><p>The difference between this and many another revival of a defunct fashion house is that Capucci is alive, spry and actively involved in the enterprise at the age of 74. Another twist is that Willhelm is only the first of the young designers who will be involved; next season his contributions will be shown alongside those of Tara Subkoff, of Imitation of Christ, and the Spanish designer Sybilla.</p><p>Never a conformist to the fashion system, Capucci had a reputation as a genius sculptor of fabric who showed his collections not according to the season but when the inspiration moved him. Backed by the heavyweight Italian fashion industrialists Franco Bruccoleri, Franco Pene and Aldo Palmeri, he’s now aiming to introduce a new generation to his name and legacy. “The world changes. There are no more balls or women who can come for five fittings for a dress,” he says. “This is a new adventure. I want to see how young designers could carry on the spirit of what I do with a new attitude.”</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""1rqchj""></div></div><p>After being invited by Capucci to immerse himself in the house’s archive of 30,000 designs, Willhelm emerged with the core of a small collection that merges street fashion and couture construction. Head-turning items included a gargantuan down parka with vast, puffy leg-of-mutton sleeves and a gray bat-winged sweatshirt cardigan that falls into tails at the back. It looked like the intriguing start of a project that will get into full swing next season. Watch this space.</p></div>"
19,fall,2003,f2003,carolina-herrera,"In an era when sex appeal seems mostly to be about big displays of flash and flesh, Carolina Herrera sent out a coolly appealing collection that made a case for subtly seductive elegance.</p><p>Satin is one of the season’s most important fabrics, and Herrera’s were some of the most beautiful so far—mouth-watering, fluid blouses and skirts in richly pigmented blues, burgundy, gray and creamy white. She paired those pieces with slim pencil skirts and tailored trousers and topped some with buttery, light Persian lamb coats and jackets or swingy sables. Elegantly tailored suits and coats never got too serious, thanks to a body-hugging cut and soft colors like dove gray or toffee.</p><p>The Herrera woman has a packed social schedule, of course, which calls for a few evening looks. If she's feeling flirty, she'll grab one of the designer’s bouncy ball skirts edged in feathers. Would-be sirens, meanwhile, will find that her slinky, body-skimming gowns flatter both their assets and their intelligence.</p></div>"
20,fall,2003,f2003,celine,"Wondering where the wild things are? The answer, at least this season, is on the runway at Celine.</p><p>Michael Kors showed sequined zebra-striped bustier dresses, giraffe spots on pony bags, silver crocodile miniskirts and jackets, mink boleros and dramatic over-the-ear bonnets in Saga fox fur. But if the prints and pelts were straight out of the wilderness, the collection was most definitely designed for the urban jungle. The silhouette was neat, slim and dangerously short, while the palette was almost entirely black and white, with plenty of Chrysler Building-at-sunset sparkle. The clothes had a tough big-city-after-dark edge, with sharp silver zippers snaking their way up the back of second-skin pants, chains hanging from otherwise ladylike structured handbags, and white leather coats shot through with grommets.</p><p>Has the Celine woman morphed into Debbie Harry circa 1981? Most definitely not. This was punk done for girls with clean hair and Birkin bags—the same sort of women who will appreciate Kors’s swingy <em>Breakfast at Tiffany’s</em> satin trench coats and ice-blue fox puffer jackets.</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""yo0a79""></div></div><p>The uptown/downtown clash could be seen most clearly in the shoes: sky-high square-toe stilettos with oversize silver Pilgrim buckles, which Kors described as “ladylike from the front and nasty from the back.” “It’s all about contradiction,” he said of the collection. “It’s a good girl gone bad or a bad girl gone good. I’m still trying to figure out which.”</p></div>"
21,fall,2003,f2003,chalayan,"Is it possible that Hussein Chalayan is thinking the same way everyone else is? For fall he showed small, drapey cutaway dresses; skinny, skinny pants; and some great utility/patchwork jackets and coats, decorated with embroidery and zippers. Add in a miniskirt with D-ring garter tabs, glove-leather formfitting dresses and high heels, and the descriptions begin to read like a roundup of the season’s most important fashion headlines.</p><p>As always, though, the genius is in the execution. Chalayan came at these ideas from his own distinctive direction, elevating the collection above mere trendiness. For several seasons he’s been influential in cutting abstract layers into clothing and superimposing elements of ethnicwear onto urban materials. Now all that experimentalism has come together to form cool, downright wantable stuff. Dresses, jackets and coats came with pieced-in jigsaws of plaid, zones of military drab, the odd patch of shearling and fragments of olive branch–patterned embroideries derived from Turkish folk costume. Sound complicated? It wasn’t. “It looks much less conceptual,” beamed Julie Gilhart, fashion director of Barneys New York, after the show. “The jackets and miniskirts are great.”</p><p>Nevertheless, the burden of Chalayan’s allusions is impossible to ignore. His complex performance-art presentation plumbed the foreboding imagery of religious guilt and impending war but ended with a group of girls popping open inflatable pockets as they stood next to a wooden boatlike installation. The designer said it symbolized Noah’s Ark: hope for humanity after the deluge.</p></div>"
22,fall,2003,f2003,chanel,"For fall, Karl Lagerfeld showed graphic, rechopped teeny-weeny Chanel suits that, he said, were inspired by the work of Russian constructivist painter Kasimir Malevich. Girls won’t need an art-history class to get the idea, though: it’s all about a short double-layered A-line skirt (no longer than fingertip length), a minute tight-sleeved shrunken jacket, black blocked against white and a whole lot of funky leg action.</p><p>Starting from that basis, Lagerfeld mixed things up with his usual polymath flair. The addition of slick black leather leg warmers and gauntlets meant the suit came over a bit biker chic; with white boots, it said space-age; and when he let a little lace peep from the pelmet, the tiny two-piece looked fully in touch with fall’s pretty femininity.</p><p>The decorative vibe ran through the collection: purple tweed was edged with ruffles, a pastel suit was outlined with furry loops of wool, and tougher plaited leather pieces were connected with fragile zones of tulle. Details took the form of white rabbit-fur collars embedded with white jet, oversize silver chains studded with porcelain beads, high boots and a slew of puns on the tools of the trade—exposed zippers, necklaces made of huge snaps, and spirals of hooks and eyes winding around dresses.</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""phk0nj""></div></div><p>In the middle of all this, Lagerfeld staged a ski moment for the house's entire family, sending out Pat Cleveland with her children, Anna and Noel Van Ravenstein, in double-C down jackets and boots. In other words, all the usual playfulness of Chanel ready-to-wear was there, done with a light-handed touch that underscored Coco's legacy of flexibility—and fun— in the reign of King Karl.</p></div>"
23,fall,2003,f2003,chloe,"Chloé may be celebrating her 45th birthday, but she looks about 27 with London girl Phoebe Philo in charge. Philo projects her own mixed-up vintage-meets-sexy-streetwear look onto the clothes, which is fine as long as she polishes things up to the Paris mark. Never one to wax philosophical about the fun of getting dressed, the designer uttered nothing more about the collection than: ""What can I say? It was a little bit of everything I love doing thrown in there.""</p><p>Thrown in there was exactly right. What Philo appears to be loving right now included cascading ruffly chiffon, Zandra Rhodes-style; Alaïa-ish short black flounce skirts; bad-taste eighties animal-print poncho dresses; thick, orange woolly tights; and suede thigh boots. That's not to say that she didn't send plenty of the house classics down the runway, too. There were soft frocks (the staple on which Chloé built its reputation in the sixties and seventies), in a poppy print with a tie-back waistline, and a flippy two-tiered skirt. The classic girl-about-town navy coat came styled with a hoodie underneath, and jeans (unseen here since Stella McCartney moved on) made a comeback, skintight and with poppies appliquéd to the derriere and other strategic spots. A military shirt sleekly tucked into well-cut matching pants inspired a round of applause.</p><p>What was missing , though, was the coherence of Philo's first few outings at Chloé. There was no graspable theme, as in Brigitte Bardot in Saint-Tropez and Keith Richards at Altamont of earlier seasons. It's not that fashion needs a narrative to be interesting, but a strand of identifying, connecting thought is what helps lift things above the level of nice clothes on a rack.</p></div>"
24,fall,2003,f2003,christian-dior,"Only one man on earth could possibly whip up a collection of fetish queens in Kabuki face paint, going crazy in multicolor Asian-slash-eighteenth-century clothes. Hello, John Galliano! Up to his canny method madness at Christian Dior yet again.</p><p>“It was hard-core romance! Sex robots!” was the sound bite Galliano delivered backstage to describe his ready-to-wear version of the conceptual mayhem he wreaked at Dior’s couture collection in January. Back then he’d just come back from a trip to China and Japan, scandalizing many critics with the extra-outsize scale of his box-shaped, 3-D cutting experiments and mind-blowing kaleidoscope of East-West references.</p><p>But now we see how it all trickles down to the level of wearable, wantable clothes. Take a pink, crystal-embroidered duchesse-satin coat, extravagantly ruffled with layers of organza, or a fragile chiffon dress patterned in mint, yellow and magenta—who wouldn’t? Rubber leggings, cross-laced up the front, came with a peach-colored, gold-embroidered satin jacket, edged with a multilayer explosion of organza ruffles. A massive fur in three shades of lilac rode on a tiny, slinky minidress. The stripes and numbers of football jerseys got thrown onto wispy chiffon; the black-and-white fish prints from Chinese kites were dramatized into voluminous gowns. This was a collection studded with innumerable delicate, richly beautiful pieces.</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""iirvsm""></div></div><p>Above all, the wearability factor is proven by Dior’s results. For those turned on by financials, the house just announced operating profits of $36 million for the last season. Meanwhile, Galliano fanatic Gwen Stefani displayed her own enthusiasm for the Dior bottom line. “Just how do I get my ass into that rubber skirt?” she wanted to know.</p></div>"
25,fall,2003,f2003,clements-ribeiro,"Showing in their hometown for the first time since September 2001, Clements Ribeiro was warmly welcomed back to London as a small sign that Paris is not, perhaps, the absolute pinnacle of designer ambition. They made their comeback, however, whistling a Frenchified tune, inspired by Jane Birkin and the inevitable ’60s. That meant an opening of a little cream jumper dress over a gray turtleneck, a princess-line tweed coat and an oversize striped cashmere sweater masquerading as a dress. Clearly, the <em>jeune-fille</em> Parisian mood of their Cacharel consultancy has left its mark.</p><p>Suzanne Clements said that the duo’s decision to show in Paris had been a purely pragmatic move—to get seen in the season of the 9/11 crisis—and that the reason for their return was to give her and her husband, Inacio Ribeiro, more time between staging their own presentation and the Cacharel collection. The trouble is that, as fashion moves on at its breakneck pace, you don’t ever get to go back to where you started from.</p><p>Clements Ribeiro shone at the moment when cashmere knitwear was reborn as a fashion vehicle. Their infinitely varied striped or wittily patterned sweaters virtually redefined the category, beginning a worldwide economic cycle that peaked at the turn of the millennium. Wisely, they are still turning out the knits that made their name, in pale pastel patterns and variously banded stripes, but it’s hard to recapture the original excitement. Instead, the pair concentrated on Bermuda-shorts suits, swirly multicolor prints and high-waisted A-line frocks and coats. It went with the flow of the trend nicely enough, but it didn’t chart any new territory.</p></div>"
26,fall,2003,f2003,comme-des-garcons,"Rei Kawakubo is a lone traveler on an aesthetic journey, during which she occasionally throws out oblique reflections on the state of the world. For Fall, Kawakubo sees her woman quite literally as a person in transit, walking toward her destination with what look like bundles of possessions slung about her body. In one sense, the designer arrived at those tied-on fabric slings and knapsacks by developing the bunchy forms that were knotted into her Spring collection. Now, though, they’ve acquired different associations, which, Kawakubo said, emerged from the idea of a pilgrimage.</p><p>Oddly enough, that idea didn’t send her collection wandering too far off the beaten track. Returning to work with her beloved tartans, Kawakubo created jackets and pantsuits that addressed the subject of traditional menswear from a different angle. Platform-soled loafers had the rock-and-roll cool of brothel creepers, while molded rubber Wellingtons had the air of biker boots about them.</p><p>Kawakubo doesn’t usually spell out her political beliefs, but this collection included a section of printed fabrics bearing slogans standing up for individualistic thinking. One was Kierkegaard’s “The majority is always wrong,” supplemented by a couple of one-liners written by the designer’s collaborator Gene Krell: “Conformity is the language of corruption” and “Viva the one-percenters.”</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""uhblo""></div></div><p>The last pilgrim exited the show wrapped in a flaglike cloak, pieced together in the form of a black cross. Though Kawakubo said the religious symbolism was coincidental, the image was disturbingly poignant.</p></div>"
27,fall,2003,f2003,costume-national,"Sleek, dark, graphic, sexy. For Fall 2003, Costume National designer Ennio Capasa did more of what he does best. Sensual silk dresses slunk their way down the models’ shoulders as they walked. Curve-hugging overcoats featured kinky corset bones and lingerie lacing. Skirts and dresses were short enough to cause serious gawking, if not a Fifth Avenue fender bender. Capasa’s love for noir was much in evidence—there was black leather, ebony jersey, deep-charcoal jacquard, and midnight mink—but shots of Easter-candy violet and deep peony pink provided welcome points of light.</p><p>At its strongest, the collection, which Capasa named “Digital Beauty,” gives modern urban women more of what they need (or, at least, want)—slim jackets, A-line skirts, printed dresses, great black pants. But at times the clothes crossed the line from chic and modern to futuristic and far-fetched. Stretch-leather jumpsuits, which fit like a latex glove, are perhaps best left to actual digital beauties like <em>Tomb Raider</em>’s Lara Croft.</p></div>"
28,fall,2003,f2003,d-g,"Important client lunch? Electroclash rave? Eighties night down at the local dive bar? D&amp;G has them all covered, with a far-reaching collection that mixes the brash sexiness of its parent and its own youthful verve.</p><p>For its fall show, D&amp;G brought in British DJ Princess Superstar and planted her, turntables and all, in the middle of the runway. It must have felt just like another night in the club, as troops of women and men streamed past her in outfits ranging from absolutely-proper business wear (slim, sexy dresses with jackets, pantsuits, crisp shirts) to New Romantic/punk combinations—huge, dripping-off-the-shoulder blouses, miniskirts and pants so tight they should be reclassified as hosiery. The rollicking neo-Edwardian and pirate-y looks recalled Vivienne Westwood's outfits for Adam Ant, while graffiti-printed neon-bright pieces seemed to be desperately looking for someone named Susan. It was a cheerful, fast-paced look at the closet of a woman whose motto could be ""life's a VIP list and I'm on it.""</p></div>"
29,fall,2003,f2003,diane-von-furstenberg,"The Bond girl is a touchstone of twentieth-century fashion, outlasting momentary trends and providing a beacon of sexy stylishness that shines across the decades. For fall, Diane von Furstenberg and her creative director, Nathan Jenden, took this pop-culture icon as their departure point, creating a wardrobe equally suited to seducing spies, battling criminal masterminds or sipping cocktails at sunset.</p><p>The presentation began with von Furstenberg's own icon—the wrap jersey dress—rethought in a shorter, asymmetrical cut. Then came simple pantsuits, filmy printed chiffons and slithery evening dresses with plunging necklines. Intriguingly mismatched color combinations—peach with rust, pink with brown and blue—gave the show a distinctly '70s flavor, while the breadth of the collection means Bondettes of all stripes will find something to suit them. Daredevils will go for the giddy peacock-blue velvet minidress; double agents will slip by in the ladylike white flannel coat; and undercover types will cozy up to the rainbow-hued fringed sweater worn over skintight jeans.</p></div>"
