,season,year,seasonyear,designer,text
94,spring,2000,s2000,tse,"Conceptual designer Hussein Chalayan showed a collection of luxurious separates for TSE on Friday afternoon. Based on the idea of ""Shadows,"" Chalayan featured multitone embroidered cotton jackets, dresses and skirts, as well as ultrasoft red cashmere sweaters. Muted color blocks showed up against backdrops of rose ash, marmalade and grey in both tops and skirts. Double-face silk dresses completed the smart, understated presentation.</p></div>"
95,spring,2000,s2000,tuleh,"The design team of Josh Patner and Brian Brantley, better known as Tuleh, showed a perfectly honed collection today. The look was sophisticated, natural and very, very pretty. Floral prints, checks and frou-frou detailing appeared on everything from body-hugging suits to flowing gowns and '50s inspired skirts. Foxy feathered skirts and strapless A-line dresses looked fresh and clean, and were perfectly complemented by the boldly-colored satin pumps that Christian Louboutin designed for Patner and Brantley. Tuleh perfectly captured the season's lust for feminine decoration without ever reverting to artifice or excess.</p></div>"
96,spring,2000,s2000,ungaro-couture,"""Love to love you, baby"" was the soundtrack for most of Ungaro's wildly extravagant ode to the late '70s and early '80s, and it couldn't have been more appropriate. The runway felt like a flashback to Studio 54—glamour girls dancing and slithering onstage in ruffled one-shoulder crepe dresses, airy georgette polka-dot tops and animal-print jerseys in acid colors. Not to mention the parade of nearly fluorescent fuchsia, orange and green disco slips, jungle motifs and extravagantly beaded ensembles. It was a rich, indulgent presentation that felt curiously appropriate in a season that has been continuously hinting at the pleasures of excess. One couldn't help but scan the audience for a sighting of Ivana Trump, and what a thrill to find her seated in the front row! There's no doubt about it—at Ungaro, flash is back, flash is good and flash is cool.</p></div>"
97,spring,2000,s2000,valentino,"Elegant, glamorous and gracefully cut are keywords when speaking of Valentino's work. This season the emphasis was on prints—floral appliqués, ivory polka dots on red crepe and lily of the valley embroideries. There were also some strong, less decorated pieces, like the stunning cashmere coat that opened the show, evocative of Jackie O. Also striking were his accessories: rectangular bags with cascades of beads and spindly high heels decorated with delicate, dainty rosebuds and glittering flowers.</p></div>"
98,spring,2000,s2000,vera-wang,"Vera Wang began her show with pure, modern dresses in white, accented with graphic, geometric patches of silver beading. A series of fluid black pieces followed, and then a procession of beaded pants and skirts, transparent tops and sequined gowns in pastel shades inundated the runway. For the conclusion, Wang offered the expected array of signature wedding gown—an ultraromantic array of dresses punctuated by flowing cathedral-length veils that trailed to the floor.</p></div>"
99,spring,2000,s2000,versace,"Versace's requisite ingredients were all present: sex, bright colors and rock-hard attitude. The volume on the runway was cranked up to 11 as an assortment of Hawaiian prints (not your traditional beach shirts, mind you), Grecian-front slinky dresses, mischievous handkerchief blouses and draped evening gowns flashed by under the strobe lights. Cleavages were deeper than ever, and a jet-set look imbued everything from the strappy bathing suits to the glittery heels and tie-collar blouses. Versace's daring cut, wild use of color and uncensored drama continue to be the label's strongest assets—and Donatella shows no signs of slowing down.</p></div>"
100,spring,2000,s2000,versus-versace,"The mood at the Versus show, which was set to the heart-pounding beats of electronic band Les Rythmes Digitales, was as sexy and extroverted as ever, with celebrities like Madonna, Rupert Everett, and Natasha Richardson seated front row center at the sleek ruby-red runway. White was the dominant color of the collection, accented with quick flashes of pink, gold, lime green, and Caribbean-colored floral prints. Slim, straight-leg trousers and short skirts were shown with slinky honeycomb tops and copper-zip jackets. Delicate embroidery, overlapping layers, lavish beading, and high-heeled boots complemented Donatella Versace's ultra-sexy silhouette.</p></div>"
101,spring,2000,s2000,victor-alfaro,"Victor Alfaro showed a sexy, elegant collection of styles that would look right at home in the Concorde Lounge at Charles de Gaulle. Supple, deep-brown leather skirts, capri pants and skimpy shorts opened the show, followed by aqua shirt-dresses with plunging necklines. Sand-colored, cashmere-knit hot pants were worn under a cotton trench, and simple, creamy leather pants looked great with slinky embroidered tops. For evening, Alfaro featured lilac chiffon skirts, embroidered silk knit tops and crystal beaded dresses.</p></div>"
102,spring,2000,s2000,vivienne-tam,"Hong Kong designer Vivienne Tam's Spring 2000 collection was inspired by dragons, which showed up everywhere from discreet details on waistbands to large sequined representations on dresses. ""I wanted to propose a return to femininity for the twenty-first century,"" explains Tam. Her trademark embroideries were applied to technologically-advanced, iridescent fabrics in hues like ivory, jade and coral. Minimalist jackets were lavishly draped, printed dresses were generously beaded and skirts were dip-dyed in aqua and mint green. Tam designed the kind of wardrobe that will take a chic, young girl-about-town from mother's garden party to the nightclub without skipping a beat.</p></div>"
103,spring,2000,s2000,yohji-yamamoto,"Deconstructing (and then reconfiguring) traditional clothing and silhouettes has always been an essential component of Yamamoto's work, and this season he addressed the issue head-on. A simple white dress opened his show; a virtually identical one, adorned only by a black ruffle on the front followed it; next, it developed a sleeve and side section. Eventually, of course, the outfit was completed with two sleeves and shoulders, though Yamamoto never quite got around to the back. The effect was stunning, as were the beige full skirts with elaborate pleats and voluminous ruffles, feather umbrellas, trench coats and preciously embroidered tops in the lightest possible shades of orange, purple and green. It takes a master of nuance to pull off such a delicate collection—and Yamamoto did it faultlessly.</p></div>"
1,fall,2000,f2000,alberta-ferretti,"Come fall, Alberta Ferretti's girls will be casually strolling up Madison Avenue, sipping cocktails at the Plaza and then heading out for a night on the town. Ferretti showed a full wardrobe of essentials for the quintessential girl-about-town: Wool coats with fur-trimmed sleeves, sheared fur jackets and beaded, layered evening dresses all looked chic. There were also optical-printed tops, croc skirts and tweed suits cinched at the waist with thick metallic bands. The overall effect depended on which shoes the girls wore—Ferretti offered both slim, ladylike heels and perfectly flat riding boots.</p></div>"
2,fall,2000,f2000,alessandro-dell-acqua,"Alessandro Dell'Acqua's presentation kicked off with Alek Wek wearing a simple yet stunning black jersey dress with a flower appliqué on the side. This marked the beginning of a collection filled with similar motifs—floral and butterfly embellishments showed up on bodysuits, sexy skirts and sheer overlay dresses. Op-printed sweaters and skirts, short furs and translucent tops with ruffled trims also took a turn on the runway. The show closed with a string of jean ensembles that contrasted the streetwise appeal of denim with the romantic feel of breezy chiffon tops.</p></div>"
3,fall,2000,f2000,alexander-mcqueen,"Björk took a fancy to, and was photographed in, a dramatic, deconstructed acid-wash denim hoop dress from this collection. Named for Eshu, the Yoruba spirit, the show paired African influences (neck rings) with Victoriana (leg-of-mutton sleeves) to dramatic effect.</p></div>"
4,fall,2000,f2000,ann-demeulemeester,"It was full speed ahead for Ann Demeulemeester, who successfully revitalized her signature designs while staying true to her well-known style. The mood was decidedly urban and gritty: There were blasted black leather coats with asymmetric skirts, stressed orange suede jackets, aged wool coats and washed black-denim ensembles. Demeulemeester's usually stark color scheme of black and white was livened up by purple military-inspired overcoats, lime-green papery tops, floor-sweeping orange skirts and a glorious sleeveless fur wrap with unfinished edges. Sequined tops, fur mufflers and yellow knit wraps gave a fun, luxurious edge to the great-looking collection.</p></div>"
5,fall,2000,f2000,anna-sui,"Bohemian deluxe is the leitmotif of Sui's work, and this season was no exception. Her runway resembled a luxurious recasting of an outdoor concert circa 1974: There were assorted floral dresses worn over colored stockings, riotous contrasts of patterns, patchwork skirts, graphic sweaters and studded jeans. Chunky stone necklaces and earrings were the perfect accessories. For evening, Sui offered embroidered georgette blouses, fringed skirts in black and pink, Lurex-striped dresses and sequined mesh tops.</p></div>"
6,fall,2000,f2000,arkadius,"The first outfit was a tiny minidress with a metallic lace top that covered the model's face. Her hand was linked to her feet with miles of gold chains—she did a good job making it to the end of the runway in all that armor. Outfit No. 2 was another miniscule dress with a giant hood decorated with porcupine quills. You get the picture. Polish-born Arkadius, in his second season, makes mad, mad clothes—the kind you come to London to see. Along with the arty insanity there were some fabulous ideas such as the foam dress, which made its wearer look as though she were an elegant mushroom; and the sweater with foam arms, which created the weird impression that the model had four arms. On a more practical note, Arkadius had one heavenly cream coat that combined wool and fur. Fur as fabric is the trendiest texture for next season. You saw it here first.</p></div>"
7,fall,2000,f2000,badgley-mischka,"Models coolly walked down a runway made out of snow at Badgley Mischka, with ice totems looming in the background. The reference was clear: Lights reflected the multicolored hues in the sculptures and on the floor as much as on the designer's dazzling clothing. This season, the collection consisted mostly of solid looks in beige, black and white—double-face cashmere was paired with sequined trousers and beaded georgette; rabbit bombers were worn with leather jeans. The ultra-glamorous eveningwear consisted of embroidered patchwork gowns and sequined sheaths in bronze, champagne, and magnesium; the bronze was so sequined it looked nearly holographic.</p></div>"
8,fall,2000,f2000,balenciaga,"Nicolas Ghesquière showed one of the most original, refined collections of the season for Balenciaga.</p><p>At a moment when artless reinterpretations of the past seem to dominate the runways, his clothes stood out for their distinct originality. To be sure, there were strong '80s references, like sharp shoulders, punk-inspired fastenings on jackets and pegged baggy trousers; but the looks were constructed with a freshness that had nothing to do with the past.</p><p>While straight, narrow black pants were worn with strict jackets and zippered shirts, ragged, tattered dresses were wrapped around the body to look nonchalantly chic. Tailored jeans were the perfect companions for batwing turtlenecks, tapestry tiger-print vests and elaborately ruffled tops. The quiet color scheme—centered on black, navy, rust and tan—added an element of sobriety and elegance to the clothes. In all, it was an extraordinary presentation—one that is sure to put Balenciaga once and for all in the center of the fashion map.</p></div>"
9,fall,2000,f2000,balmain,"At Balmain, Gilles Dufour takes the house's staid <em>Jolie Madame</em> image and filters it through the eyes of a younger generation. There is a limit to how rebellious his gilded <em>Parisienne</em> wants to get, however. <em>Grandmère's</em> draped black-jersey cocktail dress from the '40s? Punk it up a little with colored hose and spike-heeled satin ankle boots. <em>Maman's</em> sun-ray-pleated, giant-dot print '60s chiffon frock? Shrug a slim leather coat over it, and pin your hair into a messy French twist. Those dappled double-face country tweeds (nip-waist jackets and short, full skirts)? Spice them up with a graffiti print T-shirt or a skinny cashmere sweater with a saucy message emblazoned across the front.</p><p>Dufour takes an old leaf from Schiaparelli's book too, sprinkling beaded butterflies, satin M&amp;Ms or coils of ""pasta"" on fitted evening jackets, or sequin eyes, lips and even bright-colored false nails on knits. Flying with the season's ""more is more"" mantra, and leaving the editing to the editors, Dufour throws little mink matinee jackets (reinvented in cartoon colors and shrugged over cut-velvet and chiffon kilts), firework embroideries and Dickensian cutaway jackets into the frantic mix.</p></div>"
10,fall,2000,f2000,bcbg-max-azria,"According to designer Max Azria, Wim Wenders' 1987 film <em>Wings of Desire</em> was the inspiration for BCBG this season. Literal interpretations included wing motifs on the backs of heather-gray wool jackets and black T-shirts. There were also more subtle references like embroidered chiffon tops with ties that fell to the floor, mud-fur jackets, and a color palette that revolved around pewter, porcelain and sable. Colorful pieces included shiny croclike coats, glitter suede jackets, and easy plaid coats and pants. Accessories were fun and playful: faux-mink wraps, fake-fur and feather-covered bags and tall boots in distressed metallic leather.</p></div>"
11,fall,2000,f2000,bella-freud,"Bella Freud never does anything obvious—so of course her show wasn't a show at all. Instead, the designer decided to produce her own magazine, shot over the course of two days. Anita Pallenberg lent her very bohemian Chelsea flat for the shoot, which was only fitting since the whole collection was inspired by her personal style and the movie <em>Performance.</em> ""Anita's always dressed much cooler than the average rock and roller,"" said Freud. ""She has some really tacky things and some really elegant things."" Freud's collection pairs an orange velvet suit with a lilac polka-dot chiffon blouse; a purple leopard-print stretch dress with a classic coat; and a pinstripe suit with a striped English school scarf. There were perfect little black satin dresses with frills at the elbow; mini minidresses in green tiger-print chiffon and tiny skirts in fabulous English tweed. And for anyone who can't wear a 3-inch skirt, there are masses of sexy, beautifully produced knitwear.</p><p>Freud's magazine will feature all of London's coolest kids: Photographer Dan Macmillan, who will also take a turn in front of the camera, and Chanel girl Devon Aoki, Jerry Hall, Jade Parfitt and Kiara as models. Add a John Malkovich interview with Pallenberg and a contribution from artist Sarah Lucas and you have the ultimate fashion 'zine. There's only one hitch: As yet the magazine has no title.</p></div>"
12,fall,2000,f2000,betsey-johnson,"Betsey Johnson is one designer who consistently puts fun in fashion, and she never disappoints. Manhattan's Lot 61 was converted into a nightclub for her presentation—complete with strobe lights, disco balls, blaring music and scantily clad rock chicks, motorcycle vixens and disco bunnies. Looks included plasticized cat suits, hot-pink biker ensembles, micro shorts with zipper sides, Lurex ""Ziggy Stardust"" minidresses, technicolor lizard-print hipsters and provocative eyelet leather pants. For the finale, Johnson showed mini-tutus in neon colors paired with lace tees, bras and halter tops; her wedding gown consisted of a lace puff top with diamond mini-pouf skirt.</p></div>"
13,fall,2000,f2000,bottega-veneta,"“Irresistible Bitch” was the soundtrack at Bottega Veneta, summing up the unabashedly rich, attitude-drenched spirit of the collection. Head-to-toe ski chalet outfits—picture a Bond girl on vacation in Cortina d’Ampezzo—included tan napa jackets and skirts, angora neck cuffs, knee-high boots and matching oversized bags. The ’70s-inspired feeling of irrepressible luxury also extended to several sexy silk-denim looks, as well as plush sheepskin coats, woven leather tops and shiny crocodile clutches and belts. Cashmere legwarmers, fingerless gloves and fuzzy angora short shorts completed the look.</p></div>"
14,fall,2000,f2000,boudicca,"Talented young designers Boudicca don't play by any rules except their own. Boudicca are less interested in creating clothes to wear than in ideas—but that's exactly what we come to London to see. So here are a few ideas, fresh from the Boudicca runway. A striped organza blouse that billowed out at the waist in wonderfully extravagant folds was bound in with a huge white sash. Then there was the precious cut shirt, a little puffed at the shoulder, whose sleeves split down the side of each arm and were starched to within an inch of their lives. The leather coats with weird flaps at front and neck weren't exactly deconstruction nor reconstruction. London fashion sometimes defies description, but that's the fun of it.</p></div>"
15,fall,2000,f2000,bruce,"Nicole Noselli and Daphne Gutierrez, known as Bruce, proved once again that they are one of the most talented design teams in New York. This season, they presented their clothing on mannequins, with guests ambling by as if attending an art show (which very well could have been the case). Experimenting with elaborate draping and cutting techniques, the duo showed striking nubby knits, dresses decorated with scarves and gold chains, a gray leather skirt with a gathered front and a stunning leather vest with ruffled edges. Bruce's trademark has always been individuality, and it is easy to understand why—their nuanced, lovingly made clothes reflect a maturity and commitment to the integrity of their work that is seldom seen.</p></div>"
16,fall,2000,f2000,burberry-prorsum,"After a somewhat unsure beginning at Burberry, designer Roberto Menichetti has finally found his voice this season. Burberry showed 12 looks in a very strong, slick presentation at their redesigned Haymarket store—looks that said Burberry and England as much as they said modern and urban.</p><p>Menichetti's inspiration is the biker's uniform—a super-sophisticated, luxury leather and cashmere version. His message is that we should all wear very thin layers next season, each one as chic as the next, so that we can feel comfortable whether we are in an air-conditioned office or in snow boots. There were skinny leather pants in tawny brown worn with a feather-light hot-pink cashmere sweater, over which was layered a fuchsia leather jacket and a faded Burberry-check coat. And kilts in a hot-pink version of the Burberry check, wrapped and pinned in an ingenious fashion, worn with layers of fine cashmere and cool biker-inspired jackets.</p><p>The most interesting fabric development was the ultralight shearling coat—it was almost as weightless as one of his cashmere cardigans. But the crowning glory of this collection has to be the reinvention of the famous Burberry check once again. This time it was injected with a raspberry hue—the fringed scarf is a must-have.</p></div>"
17,fall,2000,f2000,calvin-klein-collection,"<em>VH1/Vogue Fashion Awards</em> Designer of the Year nominee Calvin Klein's main strength lies in understanding what modern women want to wear, and providing it effortlessly. Always in tune with the fashion zeitgeist, Klein turned his attention to polished silhouettes and timeless classics, redone in luxurious fabrics and deep colors. Sporty 3/4-length trousers and cashmere tweed suits shared the runway with shiny alligator coats and metallic leather skirts; floor-sweeping coats made a powerful statement, as did the sheer satin dresses in inky hues. For evening, there were satin slips in aubergine, gunmetal, powder and ruby, as well as papery graphite ensembles and viscose jersey dresses. It was a controlled, sensible collection that encapsulated the feminine, ladylike mood of the moment.</p></div>"
18,fall,2000,f2000,carolina-herrera,"It was back to basic chic for Carolina Herrera, who focused on her traditional, well-known feminine and no-nonsense silhouette. Her collection revolved around suits—formfitting stretch wool and bouclé jackets were paired with flared or lean skirts and skinny, tailored pants. Black prevailed for both day and evening. Leather skirts and coats looked striking and modern when paired with sand georgette tops, and simple crepe gowns made a splash with shocks of pink and scarlet. There was also a lush chevron-striped mink jacket, and richly embroidered dresses and separates that exuded Herrera's unmistakable touch of classic sophistication.</p></div>"
19,fall,2000,f2000,celine,"To the rousing chords of the theme music from <em>Dynasty</em>, Michael Kors took Celine on a playful romp through the high-excess '80s. It was a case of ""move-over-Nolan-Miller"" as Kors paid tribute to the campy deluxe looks once worn by Alexis Carrington and her rivals. You want luxury Dallas-style? Kors has it in spades. That black-and-gold-brocade Anna Karenina jacket? How about adding sable cuffs, collar and center banding? And why not swag golden chains as fastenings across it too. A chocolate Persian midi coat? Hem it with deep bands of cocoa mink. That black Swarovski-beaded shirt? Why not wear it with a leopard-beaded and ostrich-hemmed skirt.</p><p>Kors claimed Oscar nominee Chloë Sevigny as his primary inspiration. Although Sevigny is barely old enough to have experienced the decade firsthand, she has an insouciant way with great clothes of recent vintage—like '70s Saint Laurent pieces—that place her ahead of the fashion curve. Kors revisited the Saint Laurent ideal via off-the-shoulder satin print gypsy dresses in café au lait, paisley or leopard-print satin. Bold Chanel overscale tweed weaves also put in an appearance.</p><p>Kors is obviously targeting the glamorous young Park Avenue princesses who want to play dress-up in clothes they (just) remember their moms wearing. And who knows—Mom herself might be tempted to relive the glory moment too.</p></div>"
20,fall,2000,f2000,cerruti,"Peter Speliopoulos takes the Milanese route for Cerruti, with a collection that provides an elegant, low-key spin on the trends du jour.</p><p>Thus, neat Duchess of Windsor coats with the look of Julianne Moore's '40s costumes in <em>The End of the Affair</em> are interpreted in subtly beautiful Cerruti fabrics—like a black wool flecked with ruby glitter, or a pepper-and-salt tweed that catches a bordeaux-colored shadow in movement. The retro ladylike look follows through to the longer skirts with a graceful swing to them, and to the accessories, which included those all-too-familiar open-toed '40s sandals (shown with old-fashioned back-seamed stockings) and tiny fur tippets at the neck, already featured at Prada. Other quiet takes on trend items that Speliopoulos features include a herringbone black-and-white mink trench; chiffon bib blouses; the batwing sweater (with a deep bateau neck, and a fine gauge turtleneck worn underneath) and spiky feather fronding on café au lait and prune chiffons.</p></div>"
21,fall,2000,f2000,chalayan,"Hussein Chalayan set his stage up like a sitting room. Very spare, it consisted of four chairs, a table, a flat screen television, several vases and pots, and lots and lots of white space. What has all this to do with clothes? In Chalayan's world, everything. Chalayan's models appeared dressed in seemingly simple clothes like a black coat, or tan trench, and then secreted away the household objects inside the coats or in outer pockets. Like millennial (and amazingly chic) nomads, they wandered the stage in stiff black dresses inspired by Christian Dior, ruffled skirts, shirts with strange volumes, all of it perfectly proportioned, very new and outrageously modern.</p><p>Chalayan's finale was quite astonishing. Four models clad in chic gray shift-dresses approached the set of chairs, removed the covers and literally put them on. The chair covers became perfect versions of the shifts they were already wearing. The last model stepped inside the table, lifted it up, and it transformed into a wooden skirt (the real fashion-insider will remember Chalayan's graduation show included a wooden skirt too). Finally, the chairs folded into suitcases, which were carried off the stage; the television screen disappeared; and we were left looking at an empty room. If it sounds like magic, that’s because it was.</p></div>"
22,fall,2000,f2000,chanel,"<em>On the anniversary of Karl Lagerfeld’s death, we look back at his fall 2000 collection for Chanel, presented in Paris in March 2000.</em></p><p>A year after Karl Lagerfeld’s death, we’ve gone back into the archives to retrieve the designer’s first-rate Fall 2000 collection, shown 20 years ago in Paris. The set wasn’t over-the-top elaborate, and the front row was more socialite- than celebrity-heavy (though Julianne Moore, Carole Bouquet, and Isabella Blow were in attendance), which threw the clothes into the spotlight where they belonged. Not that they were showy—they weren’t—but because they were keepers and oh-so-Chanel.</p><p>Fall 2000 was, overall, the season of the lady. One who had polish—and, likely, two homes and one eye on the fluctuating stock market. “With the Dow Jones and Nasdaq soaring and plunging like a late-sixties hemline,” wrote Sally Singer in <em>Vogue,</em> “it was perhaps inevitable that many designers would choose for fall 2000 to forgo fantasy and get back to basics—luxe basics, that is.” At Chanel that meant cardigan suits and LBDs, but also denim and active ski gear (this was before global warming made snow a real rarity).</p><div class=""AdWrapper-dQtivb fZrssQ ad ad--in-content""><div class=""ad__slot ad__slot--in-content"" data-node-id=""t22nt5""></div></div><p>Lagerfeld was, in fact, much more easygoing about the bougie vibe than many other designers were. He always delighted in subversion, whether of the house codes or the play of opposites, be that high/low or some other unexpected pairing. Look 42, a softly pleated pastel green chiffon shirt with softly inflated shoulders worn with a logo scarf and leather-topped jeans, hit just the right balance.</p><p>Upending Chanelisms was not Lagerfeld’s goal for Fall 2000, but he worked with the building blocks (as opposed to basics) with which Coco Chanel built a wardrobe for active women while adding his own touches, like whisper-light pleated skirts or midi-length ones of quilted down. (The double-C tights deserve mention too.) Asked to elaborate on his inspiration, Lagerfeld said he had been looking at and thinking about “early ready-to-wear, the end of couture, Courreges meeting Chanel.” More important was what he had been feeling: “It’s about the attitude of the early ’60s—my own memories of Jean Shrimpton and all the girls in those happy, easy days.”</p><p>For all of the joyous fashion moments Lagerfeld gave us over the course of his prolific career, we say thank you.</p></div>"
23,fall,2000,f2000,chloe,"<em>VH1/Vogue Fashion Awards</em> Designer of the Year nominee for her Chloé collection, Stella McCartney drew inspiration from her own childhood memories of the '70s and '80s. And since the self-proclaimed ""Rock Princess'"" impressionable years moved to a disco beat, so did this racy collection. The sexy, fun-loving Chloé gals strutted their stuff at the Opèra Garnier to the raunchiest soundtrack to rock the runways in years.</p><p>Stella set the tone for the collection with short, batwing-sleeved jersey disco dresses, trellised with Art Deco beading—all set for Studio 54. Inspired by the allure of a girl shrugging her ""boyfriend's secondhand coat"" over a skimpy dress, Stella provided wintry cover-up in off-white ""Afghan lamb"" fake fur.""Deco"" seen through '70s eyes—hink Biba, that pacy fashion and style emporium—appeared in ombré-shaded lozenge prints and in silky jersey pieces, as well as in the crisply tailored wool coats that have become a Stella signature. There was more '20s influence in the Josephine Baker-style clasps, threaded with lengths of silk ribbon cord that belted satin tops or hipsters, and in the lush beaded trim on hot chocolate, jade green and navy.</p><p>Quirky, too, were the deluxe knitting bags, transformed from the prosaic via dense beading of hand-cut feather-shaped sequins. This embroidery later appeared fringing the sleeves of mini shifts—and as entrance-making jackets and coats—like ""plastic fake fur,"" enthused Sean Lennon, who joined Stella's ever-supportive dad Paul McCartney in the audience.</p></div>"
24,fall,2000,f2000,christian-dior,"""Welcome to all our Super Fly Girls,"" read the models' upbeat cue-card backstage at the House of Dior's latest extravaganza. After the furor over his last Dior ""hobo"" couture collection, designer John Galliano crowded the mirrored runway with throwaway luxe outfits that took a leaf—make that a volume or two—from the opulent style manuals of the contemporary rap world. The fur was flying: Chunky sable and chinchilla coats, and even a sheared mink trench, were shrugged over barely there boudoir chiffon dresses (some suspended from thick gold chains). Even Galliano's thick knits were threaded with fur strips (and worn with '80s ostrich-skin skirts or skinny pants). When the fur wasn't real, it was printed--think faded animal spots on chiffon or beaded leopard pelts on stonewashed denim. <em>The Christian Dior Daily,</em> a newspaper created just for the show, was printed on chiffon, leather and even the reverse side of furs.</p><p>The mood softened with perversely ragged dresses inspired by Galliano's couture collection, and a finale of miraculously cut black or lingerie-pink lace and chiffon dresses. These, with their deconstructed corset pieces cleverly built-in, and with sun-ray-pleat insets fanning into trains, hinted at the refined Galliano magic of yesteryear.</p></div>"
25,fall,2000,f2000,christian-lacroix,"It was a playful ""Send in the Clowns"" message from Christian Lacroix, who presented his collection in the sawdust ring of a delightful early-19th-century circus. His setting, which included a towering tree of lightbulb garlands, had a certain whimsical charm, one that Lacroix apparently wanted to capture in the clothes.</p><p>True to his egalitarian philosophy, Lacroix deconstructed his various lines, mixing Jeans and Bazar pieces with his collection items. Thus, the show opened with his skinny-leg jeans—no ordinary jeans in this fashion genie's hands, of course—given the full couture works, either densely studded with gold and silver rivets or embellished with random artsy patches of bright-colored mink. With his slim pant, Lacroix showed garishly hued boxy mink jackets or tucked and pleated Victorian blouses, all with a high-rise shoulder line.</p><p>Then his clothes got really elaborate. In an eye-boggling palette of shrill neons and brights, foiled with black and white, Lacroix's multi-media pieces were a riot of appliqués, embroideries, color-block prints and patchworks. In their febrile eccentricity, they seemed to owe a debt to the performance art clothing of the late Leigh Bowery, star of the '80s London club scene. While exhilarating at times, Lacroix's ceaselessly inventive touches could prove exhausting at others; his profligate way with the ingredients made some of the dishes indigestible.</p></div>"
26,fall,2000,f2000,clements-ribeiro,"Even under the worldwide onslaught of Super-Chic Chic, Clements Ribeiro prefer to go their own, super-decorated way. Good for them—I like designers who stay true to themselves. That is not to say that Suzanne Clements and Inacio Ribeiro don't have their own, very quirky little brand of chic going. They do. It consists of soft chiffon dresses beaded with tarnished siver sequins, little sweater sets in glittery stripes or polka dots, distressed tartan skirt suits, beautifully printed silk blouses with wonderfully billowy '70s-style sleeves, and wool coats printed with giant, glittery polka dots. Their take on the suit was as original as ever—a cropped jacket with puffy sleeves and cropped trousers, or a bow-necked jacket with a slim skirt.</p><p>Clements Ribeiro's use of color is always interesting, and this time the hit combination was lemon and camel. Worn as a sharp little camel coat with lemon dress and hat, this look was the very picture of chic, London-style.</p></div>"
27,fall,2000,f2000,comme-des-garcons,"As a follow-up to a frilly feminine Spring 2000 show, Rei Kawakubo presented a collection titled Hard and Forceful for the Fall. A paean to punk, it featured tartan (of course), bondage-style straps, black leather, and studs. Sound straightforward? Think again. A plaid jacket paired with a full tulle skirt had a New Look air; the Royal Stewart plaid was twisted into cascades of flowering ruffles.</p><p>The collection was shown on models with close-cropped, bobby-pinned wings and Cubist beauty looks. It closed with a punchy graphic print, featuring lips, eyes, flowers, and razor blades drawn in red and black on a white ground. This was created by Filip Pagowski, a sometime non-model model for CDG Homme and the creator of the Play brand’s famous heart.</p></div>"
28,fall,2000,f2000,costume-national,"Costume National is best known for its sleek, modern take on urban ready-to-wear. The label's loyal following of no-nonsense, minimal-inclined clients will have no trouble revamping their fall wardrobes with supple leather tops, slim pantsuits and satin copper blouses. To lighten the mood, they will turn to off-white suede jackets worn with leather skirts (skin on skin is an unbeatable combination), and cowl-neck sweaters. Of course, everyone needs a bit of spice once in a while. Not to worry—houndstooth-print red-and-black satin dresses, sheared fur sweaters and glittery black suits for evening should do the trick.</p></div>"
29,fall,2000,f2000,cynthia-rowley,"It was a fun, fast-paced show at Cynthia Rowley, based on the lives of young, rich and beautiful It girls. Soft, feminine prints acquired a hard edge when cut close to the body and paired with beaded mock-croc tops. Short dresses in optical prints screamed for a night of dancing, while striped leather pants and chiffon tops looked urban and easy-to-wear. A series of brocaded, glittery evening looks provided yet another set of wardrobe options for those hankering for a night out on the town.</p></div>"
30,fall,2000,f2000,daryl-k,"This season, Daryl K's recurrent themes—country-western, punk and urban hipster motifs—were fused together in a vibrant, eclectic cocktail. The show consisted of 30 carefully constructed looks that included silk-pleated bomber jackets with insets, shearling jackets and jean skirts with velvet insets. Of course, Kerrigan also featured her trademark hip-huggers, spiced up with leather piping or metallic glitter, and paired with billowy angel blouses. And, if you're in need of the perfect downtown party ensemble, look no further: Daryl K's patchwork leather dresses, tuxedo shirts and suede gathered numbers are sure to hit the spot.</p></div>"
31,fall,2000,f2000,diane-von-furstenberg,"""Feel like a woman—wear a dress"" was the inscription on the tickets attached to Diane von Furstenberg's famous wrap dresses in the early '70s. Twenty years later, the designer's philosophy of ""simple, one-step dressing"" still rings true--women need elegant outfits that work in virtually any situation, day or night. This time around, von Furstenberg presented her collection in the form of a <em>tableau vivant</em>, with models casually chatting and dancing to the music as guests ambled by. Silk jersey dresses in harlequin prints, paperweight suede numbers in brown, ivy green and pumpkin and double-faced satin sheaths in marble blue and yellow were at the heart of the collection. The silhouette was slinky, seductive and classic, with a distinctly aloof and sophisticated edge.</p></div>"
32,fall,2000,f2000,dkny,"Donna Karan's DKNY collection revolved around suits this season, featuring a structured silhouette in classic tweeds, herringbones and plaids. Belted macs, pleated skirts, cashmere turtlenecks and mohair dresses all looked grown-up and sophisticated, while sexy oxblood leather coats, sheer chiffon tops and lacquered satin shells also made a polished statement. But DKNY is all about mixing and matching—Karan also showed colorful Fair Isle cashmere and washed-wool multi-bias sweaters that were both relaxed and modern. And, naturally, there were plenty of sexy options—Karan's slim pants, short leather jackets, liquid dresses and vivid hosiery are sure to satisfy even the staunchest DKNY aficionado.</p></div>"
